"Part.Number","Change","Page","FedReg_Number","Year"
"217.4","(d) amended","20066, 23513",38,1973
"217.4","(d) amended","24894, 57664",40,1975
"217.4","(d) amended","50243",41,1976
"217.4","(d) introductory text amended","57950",42,1977
"217.4","(d) introductory text and (e) revised","32648",44,1979
"217.4","(d) revised","18641",38,1973
"217.4","(d) revised","16615",42,1977
"217.4","(d) revised","46435",44,1979
"217.4","(d) revised","10453",46,1981
"217.4","(d) revised (CFR correction)","32578",41,1976
"217.4","(d) suspended until 4-18-75","12251",40,1975
"217.4","(d) temporarily suspended in part","15408, 41015",43,1978
"217.4","(d) temporarily suspended in part","28302, 31007, 34098, 46436, 47535, 55552, 61171",44,1979
"217.4","(d) temporarily suspended in part","36054, 37686, 41124, 55693",45,1980
"217.4","(d) temporarily suspended in part","2857, 4230, 14483, 16773, 16774, 20748,
24252, 27244, 30460, 31539",47,1982
"217.4","(d) temporarily suspended in part","2315, 4453, 5888, 11255, 15445, 21881, 21882, 27393, 39604, 40702, 49654",48,1983
"217.4","(d) temporarily suspended in part","2883, 19289, 28238, 28691, 34441",49,1984
"217.4","(d) temporarily suspended in part","25414, 41672, 48552, 50160",50,1985
"217.4","(d)(1) revised and footnote added","57951",42,1977
"217.4","(d)(1)(iii) introductory text, (5), (6) and (f) revised","39658",47,1982
"217.4","(d)(1)(iii)(D) and (E) removed; (d)(6) amended","56937",48,1983
"217.4","(d)(5) and (6) and (f) revised","224",48,1983
"217.4","(d)(6) and (f) amended; (d)(1)(iii) introductory text revised; (d)(1)(iii)(D) and (E) and (iv) added","45756",48,1983
"217.4","(e) redesignated as (f); new (e) added","26109",38,1973
"217.4(d) and (e)","amended","43618",39,1974
"217.5","(b) amended","61248",42,1977
"217.5","(c)(1) amended; (c)(3) revised; (c)(4) added","34457",38,1973
"217.5","(c)(1) introductory text amended","45757",48,1983
"217.5","(c)(1) introductory text and (2) and (3) revised; (c)(1)(vii) added","32737",40,1975
"217.5","(c)(1) introductory text revised","224",48,1983
"217.5","(c)(2) amended","73016",45,1980
"217.5","(c)(2) amended","46264",48,1983
"217.5","(c)(2) and (3) revised","20002",43,1978
"217.5","(c)(3) revised","10062",41,1976
"217.5(c) introductory text and (c)(3)","revised","37768",39,1974
"217.6","(e) revised","32648",44,1979
"217.6","(e), (f), and (g) redesignated as (f), (g), and (h); new (e) added","26109",38,1973
"217.6","(i) added","34457",38,1973
"217.6","(i) removed","45757",48,1983
"217.6","(i) revised","10062",41,1976
"217.6","(i) revised","39658",47,1982
"217.6","(j) added","10361",44,1979
"217.6","(l) removed; (j) redesignated as (l)","10454",46,1981
"217.6(e)","amended","43618",39,1974
"217.7","(a) revised","20442",38,1973
"217.7","(a) revised","32430",46,1981
"217.7","(a)(1) revised","13728",38,1973
"217.7","(a), (b) and (d) through (h) revised; (j) through (l) added","39659",47,1982
"217.7","(a), (b), (c)(1) introductory text, and (d) revised; (e), (f), (g), (i), (j), and (k) removed; (h), (l), and (m) redesignated as (f), (e), and (g); new (g)(1) amended; new (e)(1) and (3) revised","45737",48,1983
"217.7","(b) and (e) through (g) revised","62398",46,1981
"217.7","(b) and (g)(8) removed; (c)(2), (e)(1), and (g)(1) revised; eff. 1-1-86","56938",48,1983
"217.7","(b) footnote added; (d) amended","57664",40,1975
"217.7","(b) revised","46437",44,1979
"217.7","(b) table corrected","9",47,1982
"217.7","(b) through (f) revised; (g) added","32648",44,1979
"217.7","(b)(1) revised; (e) added","20286",42,1977
"217.7","(b)(4) and (f) added; (d) and (e) revised","21436",43,1978
"217.7","(b), (c)(1), (2) introductory text and (ii)(A), (e)(1), and (g)(1) revised","56937",48,1983
"217.7","(b), (f), and (g) revised","75623",44,1979
"217.7","(c) and (l) revised; (f) and (j) amended; (m) added","224",48,1983
"217.7","(c) revised","34457",38,1973
"217.7","(c), (f), and (g) revised","10454",46,1981
"217.7","(f) amended","16361",44,1979
"217.7","(g) revised","13469",45,1980
"217.7","(h) added","17927",45,1980
"217.7","(i) added","62399",46,1981
"217.7","Amended; eff. 1-1-85","56938",48,1983
"217.7","Footnote 2 revised","50243",41,1976
"217.7","Revised","18641, 19908, 29461",38,1973
"217.7(b)","revised; (d) added","43618",39,1974
"217.7(b)(1)","amended; (d) added","43056",39,1974
"217.9","(b) and (h) amended","73016",45,1980
"219","Added","55813",44,1979
"219","Removed","12989",44,1979
"220","Authority citation revised","26355",50,1985
"220","Discussion of comments","24613",50,1985
"220","OTC margin stock list","21608",41,1976
"220","OTC margin stock list","14304, 45822",43,1978
"220","OTC margin stock list","20066, 56922",44,1979
"220","OTC margin stock list","24107, 66779",45,1980
"220","OTC margin stock list","20977, 49577",46,1981
"220","OTC margin stock list","8988, 30719, 44241",47,1982
"220","OTC margin stock list","6095, 26588, 45533",48,1983
"220","OTC margin stock list","4933, 23607, 43947",49,1984
"220","OTC margin stock list","4495, 18231, 30931, 45399",50,1985
"220","OTC margin stock list corrected","46275",42,1977
"220","OTC margin stock list corrected","28229, 48219",48,1983
"220","OTC margin stock list... 968","41605",42,1977
"220","OTC margin stock list; correction","46839",47,1982
"220","Reorganization table","32978",48,1983
"220.1-220.18","Revised","23165",48,1983
"220.1-220.18","Revision effective date deferred to 3-31-84","51768",48,1983
"220.12","(a), (b)(4)(i), and (6) corrected","26590",48,1983
"220.126","Added","5237",38,1973
"220.127","Added","11066",38,1973
"220.128","Added","12098",38,1973
"220.129","Added","16652",38,1973
"220.13","Added","34938",41,1976
"220.13","Revised","10934",50,1985
"220.14","(b)(2) correctly amended","27295",49,1984
"220.14","(b)(3) revised; (b)(4) removed","9560",49,1984
"220.17","(a)(3) and (9) corrected","34945",48,1983
"220.18","Revised","26356",50,1985
"220.1—220.18","Revision eff. date deferred to 6-30-84","11826",49,1984
"220.2","(f) revised","53453",45,1980
"220.2","(f) revised; (i) added","43446",43,1978
"220.2","(i) revised; eff. 1-17-83","55913",47,1982
"220.2","(o) revised","35758",49,1984
"220.2","(s) corrected","34945",48,1983
"220.2(e)(4)","revised","24221",39,1974
"220.3","(b)(1)(i) and (ii), (e), and (g)(3) amended; (f) revised","15920",45,1980
"220.3","(b)(2) amended; (d)(5) revised","13548",38,1973
"220.3","(d)(5) and (i) suspension rescinded","40969",45,1980
"220.3","(d)(5) and (i) temporarily suspended in part; eff. 1-1-77","753",42,1977
"220.3","(d)(5) revised; (i) added","43895",41,1976
"220.3","(ii)(4) revised","22862",42,1977
"220.4","(c)(6) revised; (c)(7) and (h)(2) amended","15920",45,1980
"220.4","(c)(8) revised","1501",38,1973
"220.4","(f) correctly designated","33899",43,1978
"220.4","(f)(2)(ii) correctly revised","31002",43,1978
"220.4","(g) revised","40967",45,1980
"220.4","(i) added","43446",43,1978
"220.4","(i) revised","49828",46,1981
"220.4","(i) revised; (j)(6) added","43896",41,1976
"220.5","(c)(2) revised","26355",50,1985
"220.6","(h) revised","21238",47,1982
"220.6","(j) removed; (k) and (l) redesignated as (j) and (k)","31250",46,1981
"220.6","(l) added","34988",38,1973
"220.6(l) (38 FR 34988)","effective date changed to 1-1-75","20960",39,1974
"220.6(l) (38 FR 34988)","effective date changed to 3-3-75","44739",39,1974
"220.7","(a) revised","53379",40,1975
"220.7","(a) revised","2983",47,1982
"220.8","(a)(1) and (f) revised","13549",38,1973
"220.8","(b) and (j) revised","49828",46,1981
"220.8","(b) revised","43446",43,1978
"220.8","(e)(1), (3), and (4), (g)(1), and (2) amended","2983",47,1982
"220.8","(g) revised","43482",40,1975
"220.8","(g)(3) revised","19636",40,1975
"220.8","(h) and (i) revised","28257",41,1976
"220.8","(h) and (i) stock list issued","44829",40,1975
"220.8","(h)(1), (4), (7), (8), and (9), and (i)(1), (4), (5), (6), and (7) revised","21758",47,1982
"220.8","(h)(2) and (i)(2) revised","20966",43,1978
"220.8","(j) added","43896",41,1976
"220.8(a)(1)","revised","1974",39,1974
"220.8(a)(1) and (d)","revised","1006",39,1974
"220.8(g)(3)","added","39433",39,1974
"220.8(h) and (i)","revised","24221",39,1974
"220.9","Heading revised; (a)(4) added","26356",50,1985
"221","OTC margin stock list","21608",41,1976
"221","OTC margin stock list","14304, 45822",43,1978
"221","OTC margin stock list","20066, 56922",44,1979
"221","OTC margin stock list","24107, 66779",45,1980
"221","OTC margin stock list","20977, 49577",46,1981
"221","OTC margin stock list","8988, 30719, 44241",47,1982
"221","OTC margin stock list","6095, 26588, 45533",48,1983
"221","OTC margin stock list","4933, 23607, 43947",49,1984
"221","OTC margin stock list","4495, 18231, 30931, 45399",50,1985
"221","OTC margin stock list corrected","46957",43,1978
"221","OTC margin stock list corrected","28229, 48219",48,1983
"221","OTC margin stock list... 968","41605",42,1977
"221","OTC margin stock list; corrected","46275",42,1977
"221","OTC margin stock list; correction","46839",47,1982
"221","Reorganization table","48797",48,1983
"221.1","(a), (b), and (c) amended","2983",47,1982
"221.1","(b) corrected","37361",48,1983
"221.1-221.8","Revised","35076",48,1983
"221.115","Revised","30039",43,1978
"221.122","Added","5237",38,1973
"221.122","Revised","9425",39,1974
"221.123","Correctly designated","59322",40,1975
"221.2","(h) discussion of comments","24613",50,1985
"221.2","(h) revised","35758",49,1984
"221.2","(h) revised","10934",50,1985
"221.3","(a) amended (Form U-1 amended)","52980",41,1976
"221.3","(a) amended (Form U-1 revised)","23667",41,1976
"221.3","(a) effective date postponed","35477, 48335",41,1976
"221.3","(a), (m), (p), (q), (r)(2), (s), and (t)(4) amended; (c) revised","2983",47,1982
"221.3","(l) added","35758",49,1984
"221.3","(l) revised","13549",38,1973
"221.3","(w) corrected","18363",38,1973
"221.3(d)(4)","revised","24222",39,1974
"221.4","(a) revised","13549",38,1973
"221.4","(a), (c), and (f) amended; (d)(1), (4), (7), (8), and (9), and (e)(1), (4), (5), (6), and (7) revised","21758",47,1982
"221.4","(d) and (e) revised","28258",41,1976
"221.4","(d) and (e) stock list issued","44829",40,1975
"221.4","(d)(2) and (e)(2) revised","20966",43,1978
"221.4","(f) revised","19636, 43482",40,1975
"221.4(a)","revised","1006, 1974",39,1974
"221.4(d) and (e)","revised","24222",39,1974
"221.4(f)","revised","39433",39,1974
"221.5","(c)(10) corrected","37361",48,1983
"224","OTC margin stock list","21608",41,1976
"224","OTC margin stock list","14304, 45822",43,1978
"224","OTC margin stock list","56922",44,1979
"224","OTC margin stock list","24107",45,1980
"224","OTC margin stock list","20977, 49577",46,1981
"224","OTC margin stock list","8988, 30719",47,1982
"224","OTC margin stock list","6095, 26588, 45533",48,1983
"224","OTC margin stock list","4933, 23607, 43947",49,1984
"224","OTC margin stock list","4495, 18231, 30931, 45399",50,1985
"224","OTC margin stock list corrected","46957",43,1978
"224","OTC margin stock list corrected","28229, 48219",48,1983
"224","OTC margin stock list... 968","41605",42,1977
"224","OTC margin stock list; corrected","46275",42,1977
"224","Revised; eff. 1-23-84","56572",48,1983
"224","Revision redesignation table; eff. 1-23-84","57107",48,1983
"224","Stock list issued","44829",40,1975
"225","Appendix A revised","16066",50,1985
"225","Authority citation","13136",47,1982
"225","Heading revised","7121",44,1979
"225.1","(c) correctly revised","64398, 65731",44,1979
"225.1","(c) revised","69629",44,1979
"225.1","Revised","7121",44,1979
"225.123","(a) through (g) redesignated as (a), (b), (c), (d), and (e)","13477",40,1975
"225.123","(d) removal clarified","13304",40,1975
"225.123","(d) removed (see clarification at 40 FR 13304)","11255",39,1974
"225.123","(e) introductory text, (1) and (2) revised; undesignated paragraph added","37372",47,1982
"225.123","(g) revised","11710",40,1975
"225.128","(b), (c)(3), and (e) removed; (c), (c)(4), and (d) redesignated as new (b), (b)(3), and (c); new (b) and (c) headings amended","38495",46,1981
"225.129","Added","32126",38,1973
"225.129","Amended","36309",40,1975
"225.130","Added","35231",38,1973
"225.131","Added","8318, 21120",39,1974
"225.132","Added","35128",39,1974
"225.133","Added","43199",40,1975
"225.134","Added","9859",41,1976
"225.134","Correctly designated and corrected","12009",41,1976
"225.134","Correctly designated as","12009",41,1976
"225.135","Added","22260",41,1976
"225.136","Added; eff. 12-22-76","1263",42,1977
"225.137","Added; correctly designated","1263, 2951",42,1977
"225.138","Added","10969",42,1977
"225.139","(b), (c)(1) and (3), (d) and footnote 7 corrected","15321",43,1978
"225.139","(c)(4) added; footnote 4 removed; footnotes 5 through 7 redesignated as footnotes 4 through 6","8280",45,1980
"225.139","(c)(4) corrected","11125",45,1980
"225.139","(d) footnote 7 corrected","15147",43,1978
"225.139","Added","6214",43,1978
"225.14","Added","49905",45,1980
"225.141","Added","54326",45,1980
"225.142","Added","61595",45,1980
"225.142","Revised","7720",48,1983
"225.143","Added","30966",47,1982
"225.144","(a) footnote 1 correctly added; (b) corrected","34802",50,1985
"225.144","Added","33913",50,1985
"225.1—225.43","Revised; App. A and B added; eff. 2-6-84","818",49,1984
"225.3(c)","added","10237",39,1974
"225.4","(a)(11) added","32126",38,1973
"225.4","(a)(12) revised","13136",47,1982
"225.4","(a)(13) added","12019",44,1979
"225.4","(a)(13) revised","58066",46,1981
"225.4","(a)(14) added","79750",45,1980
"225.4","(a)(14) confirmed","31406",46,1981
"225.4","(a)(15) added","37006",48,1983
"225.4","(a)(8) revised","37372",47,1982
"225.4","(a)(9) revised","38494",46,1981
"225.4","(b)(1) and (2) revised","60262",43,1978
"225.4","(f) removed","36012",44,1979
"225.4","(g) revised; eff. 1-3-81","81540",45,1980
"225.4","(g)(3) revised","64399",44,1979
"225.4","Footnotes 4 to 12 redesignated as 5 to 13; (a)(6)(i)(c) footnote 4 added","45984",41,1976
"225.4","Footnotes renumbered","11255",39,1974
"225.4","Heading and (a)(9)(iii) revised","65052",44,1979
"225.4(a)(12)","added","8318",39,1974
"225.4(a)(12)(ii)","revised","18642",39,1974
"225.4(a)(4)","revised","19774, 24220",39,1974
"225.4(a)(6)(i)","revised","11254",39,1974
"225.4(a)(6)(ii)","revised","11255",39,1974
"225.5","(c) added","55634",40,1975
"225.5","(c)(2) amended; (c)(4) removed","2026",46,1981
"225.5","(c)(2) revised","14685",47,1982
"225.5","(c)(4) added","65569",42,1977
"225.5","(d) and (e) added","49444",42,1977
"225.5","(f) added","10332",43,1978
"225.6","Added","15688",41,1976
"225.7","Added","7121",44,1979
"226","Appendix I amended","8708",50,1985
"226","Appendixes A and D corrected; appendixes H and J amended","29246",46,1981
"226","Appendixes E and G amended","60190",46,1981
"226","Interpretations","41908, 44855, 47409, 51389, 52980, 54477, 55857, 56828",41,1976
"226","Preemption determination; eff. 10-1-86","25068",50,1985
"226","Preemption determinations","4454",48,1983
"226","Preemption determinations","4368",49,1984
"226","Preemption determinations amended","57266",48,1983
"226","Preemption determinations; eff. 10-1-84","43672",48,1983
"226","Staff interpretation effective date suspended","23814",44,1979
"226","Staff interpretation removal stayed","14539, 33600",45,1980
"226","Staff interpretation removed; eff. 3-31-80","55554",44,1979
"226","Staff interpretation republished and effective date suspended","13436",45,1980
"226","Staff interpretation withdrawn","13051",45,1980
"226","Staff interpretations","1264, 3827, 5690, 7948, 9384, 10680, 12851, 13103, 13296, 14859, 16130, 17865, 18056, 22360, 25489, 25491, 27570, 28520, 30148, 31430, 35147, 38174, 40424, 42845, 43057, 45895, 46916, 53947, 55880, 58163, 61248, 64106",42,1977
"226","Staff interpretations","3898, 5357, 8117, 13055, 15148, 21321, 26426, 30532, 32742, 35026, 38572, 40211, 41016, 47719, 47720, 52695, 52696, 60263-60265",43,1978
"226","Staff interpretations","768, 15474, 15475, 37603, 41760, 46439, 50326, 55554, 56312, 61587, 69630",44,1979
"226","Staff interpretations","3879, 9259, 10329, 46064, 62976",45,1980
"226","Staff interpretations corrected","36052, 54924",43,1978
"226","Staff interpretations corrected","5391",44,1979
"226","Staff interpretations republished and effective date suspended","43018, 55746",43,1978
"226","Staff interpretations republished and effective date suspended","3257, 50809, 54291",44,1979
"226","Staff interpretations republished and effective date suspended","20771",45,1980
"226","Staff interpretations; eff. 1-4-79","56877",43,1978
"226","Supplement I amended","41338, 51732",47,1982
"226","Supplement I amended","14886",48,1983
"226","Supplement I amended","13183",50,1985
"226","Supplement I compliance date deferred to 4-1-82","56796",45,1980
"226","Supplement No. 1 amended","13484, 40560",49,1984
"226","Supplement No. 1 corrected","17932, 18816",49,1984
"226","Supplement V added","55329",41,1976
"226 (Presimplified)","Regulations; Appendices; Supplements; Interpretations; expiration date deferred to 10-1-82","756",47,1982
"226 (Reg. Z), Presimplified:","Removed; eff. 4-1-82","20892",46,1981
"226 (Reg. Z), Presimplified:","Staff interpretation corrected","1692",46,1981
"226 (Reg. Z), Presimplified:","Staff interpretations removed; eff. 4-1-82","20892",46,1981
"226 (Reg. Z), Simplified:","Revised","20892",46,1981
"226 (Reg. Z), Simplified:","Staff interpretations","50288",46,1981
"226 (Reg. Z), Simplified:","Staff interpretations amended","58644, 60190",46,1981
"226 (Reg. Z), Simplified:","Staff interpretations corrected","61067",46,1981
"226 (Simplified)","Compliance date deferred to 10-1-82","756",47,1982
"226.1","(a)(1) revised; (a)(2) amended","43201",40,1975
"226.1","(a)(1),(2), and (b)(1) amended; (c) revised","4553",41,1976
"226.1","(b)(1) and (c) revised","30085",40,1975
"226.1","(c) amended","3",42,1977
"226.1","(c) revised; (d) added","28256",41,1976
"226.1","(d) corrected","2980",41,1976
"226.1","(d) revised","18540",43,1978
"226.1","(d)(1) and (3) amended","2950",42,1977
"226.1","OMB number","46991",49,1984
"226.10","(a) introductory text and (a)(1) and (2) redesignated as (a)(1), (a)(1)(i), and (a)(1)(ii); (a)(2), (g), and (h) added; (b) revised","45539",41,1976
"226.10","(c) and (d) revised","18457",38,1973
"226.10","(f) added","30085",40,1975
"226.10","(h) amended","3",42,1977
"226.101","Added","18458",38,1973
"226.102","Added","21471",40,1975
"226.102","Removed","5098",41,1976
"226.11","(a)(2) and (3) revised","43207",40,1975
"226.12","(a) and (b) revised","43207",40,1975
"226.12","(a) and (b) revised","45539",41,1976
"226.12","Supplement III amended","49973",43,1978
"226.12","Supplement VI added","21319",43,1978
"226.13","(i) added","30086",40,1975
"226.13","(i)(4) footnote added","36665",41,1976
"226.13","(l)(1)(i) amended","38173",42,1977
"226.13","Revised","43207",40,1975
"226.14","(e) corrected","5098",41,1976
"226.14","Added","432091",40,1975
"226.14","Footnote 31a amended","756",47,1982
"226.14","Footnote 31a amended","14886",48,1983
"226.15","(a) and (b)(5), (9), (11), and (15)(iii) amended","3",42,1977
"226.15","Added","45540",41,1976
"226.1501","Added","10971",42,1977
"226.1502","Added","10974",42,1977
"226.1503","Added","10976",42,1977
"226.18","(q) corrected","29246",46,1981
"226.2","(a)(17)(iii) corrected","29246",46,1981
"226.2","(a)(3) revised","7392",47,1982
"226.2","(a)(3), (17)(ii), and footnote 2 removed; (a)(17)(iii), (iv), and (v) redesignated as (a)(17)(ii), (iii), and (iv)","14886",48,1983
"226.2","(mm) through (qq) added","50508",40,1975
"226.2","(mm) through (qq) removed","5098",41,1976
"226.2","(tt), (uu), and (vv) added","38173",42,1977
"226.2","(u) revised","18457",38,1973
"226.2","(x) corrected","753",42,1977
"226.2","Certain paragraphs redesignated (See conversion table)","43201",40,1975
"226.2","Footnotes 1 and 1a redesignated as 1a and 1b; new footnote 1 added to 226.2","43202",40,1975
"226.22","Footnote 45a amended","756",47,1982
"226.22","Footnote 45a amended","14886",48,1983
"226.23","(f)(2) amended","51732",47,1982
"226.29","(c) corrected","29246",46,1981
"226.3","(e) added","30085",40,1975
"226.3","(e) amended","33599",45,1980
"226.3","(f) added","45538",41,1976
"226.3","(f) added","14886",48,1983
"226.3","Introductory text and footnote 4 revised; (a.) amended","46991",49,1984
"226.4","(i) added","43202",40,1975
"226.4","(i)(1) introductory text, (i) and (iii) and (2) amended; (i)(5) and footnote 5a added; (i)(4) revised","38173",42,1977
"226.4","(i)(4) revised","12970",44,1979
"226.4","Revised","4345",45,1980
"226.40","(Supp. I) rescission deferred to 10-1-82","756",47,1982
"226.40","(Supplement I) revised; eff. 1-10-80","77145",44,1979
"226.40-226.80","Supplements I through VI; correction","11749",44,1979
"226.40-226.80","Supplements I through VI; inclusion in CFR","7942",44,1979
"226.5","(a) amended; (b) and (c) revised; eff. 1-10-80","77144",44,1979
"226.5","(a) amended; (b) through (e) removed; eff. 10-1-80","77144",44,1979
"226.5","(a) amendment and (b) through (e) compliance date deferred to 4-1-82","56796",45,1980
"226.5","(a) heading and introductory text, (b) and (c) corrected; effective date clarified","4345",45,1980
"226.5","(a)(3)(ii) amended","38173",42,1977
"226.5","(b)(1) amended","4345",45,1980
"226.5","(b)-(e) rescission deferred to 10-1-82","756",47,1982
"226.5","(d) added","50325",45,1980
"226.502","Compliance date deferred to 4-1-82","56796",45,1980
"226.502","Correctly removed; effective date clarified","4345",45,1980
"226.502","Removed; eff. 1-10-80","77144",44,1979
"226.502","Rescission deferred to 10-1-82","756",47,1982
"226.503","(a) added","38814",43,1978
"226.503","Compliance date deferred to 4-1-82","56796",45,1980
"226.503","Removal effective date clarified","4345",45,1980
"226.503","Removed; eff. 1-10-80","77144",44,1979
"226.503","Rescission deferred to 10-1-82","756",47,1982
"226.505","Compliance date deferred to 4-1-82","56796",45,1980
"226.505","Designation corrected","8000",45,1980
"226.505","Removal effective date clarified","4345",45,1980
"226.505","Removed; eff. 1-10-80","77144",44,1979
"226.505","Rescission deferred to 10-1-82","756",47,1982
"226.506","Added","14743",38,1973
"226.6","(a) amended","20455",42,1977
"226.6","(a) revised","18457",38,1973
"226.6","(b) revised; (k) added","43203",40,1975
"226.6","(b)(2)(i) and (ii) corrected","54424",40,1975
"226.6","(b)(3) Supplement VI added","21319",43,1978
"226.6","(b)(3) added; (c) and (i) amended; (d), (e), (f) and (g) footnote revised","45538",41,1976
"226.6","(d) and (g) amended","3",42,1977
"226.6","(i) revised","22928",43,1978
"226.6","(j) and (k) removed; (l) redesignated as (j)","2755",39,1974
"226.602","Removed","2755",39,1974
"226.605","Removed","2755",39,1974
"226.606","Added","6061",41,1976
"226.7","(a)(1) and (b)(9) revised","30086",40,1975
"226.7","(a)(4) footnote 6a redesignated as footnote 6b","22929",43,1978
"226.7","(a)(9), (b)(1)(x) and (b)(2) added","43204",40,1975
"226.7","(b) introductory text redesignated as (b)(1) and (b)(1) through (9) redesignated as (b)(1)(i) through (ix); redesignated (b)(1)(i), (ii), (iii), (v), and (ix) revised","43204",40,1975
"226.7","(b)(1)(ii) amended; (k) added","36664",41,1976
"226.7","(b)(1)(ii) transition date suspended in July-Aug. ’76","20395",41,1976
"226.7","(b)(1)(iii) amended; (c)(1) revised","36665",41,1976
"226.7","(c)(1) and (2) revised; (c)(3) redesignated as (c)(4); new (c)(3) added","43204",40,1975
"226.7","(d) and (e) redesignated as (e) and (f); new (d), (g), (h), and (i) added; redesignated (e) revised","43204",40,1975
"226.7","(d) and (j) corrected","29246",46,1981
"226.7","(f) added","43200",40,1975
"226.7","(f) correctly designated as (j)","45158",40,1975
"226.7","(f) removed","2755",39,1974
"226.7","(k)(3)(ii) corrected","7979",43,1978
"226.7","(k)(3)(ii) effective date postponed to 3-28-78","45897",42,1977
"226.7","(k)(3)(ii) text revised; footnote unaffected","4419",43,1978
"226.703","Revised","1681",40,1975
"226.705","(a) and (b) amended","42165",44,1979
"226.705","Corrected","44831",44,1979
"226.707","(a) and (b) amended","42165",44,1979
"226.707","Corrected","44831",44,1979
"226.708","Added","6061",41,1976
"226.709","Added","42844",42,1977
"226.8","(a) amended","38813, 49529",43,1978
"226.8","(a) amended; (r) removed","5098",41,1976
"226.8","(a) revised","50508",40,1975
"226.8","(a)(3) and (b) corrected","29246",46,1981
"226.8","(b)(7) revised","19814",38,1973
"226.8","(b)(8) added","20456",42,1977
"226.8","(c)(8)(i) revised; (d)(3) amended","28945",41,1976
"226.8","(n) and (o)(6) revised; (q) added","43207",40,1975
"226.8","(n) correctly removed","33599, 35802",45,1980
"226.8","(n)(1) corrected","54424",40,1975
"226.8","(r) and (s) added; eff. 1-10-80","77145",44,1979
"226.8","(r) and (s) effective date clarified","4345",45,1980
"226.8","(r) revised; eff. 1-31-76","50508",40,1975
"226.810","Removed","20456",42,1977
"226.818","Added","12202",38,1973
"226.819","Added","23513",38,1973
"226.820","Added","55635",40,1975
"226.820","Removed","28945",41,1976
"226.821","Added","19125",42,1977
"226.9","(a)(2) corrected","29246",46,1981
"226.9","(g)(5) and (h) added","30086",40,1975
"226.9","(g)(6) added","34113",43,1978
"226.9","(g)(6) removal stayed","14539, 33600",45,1980
"226.9","(g)(6) removed; eff. 3-31-80","55554",44,1979
"226.904","Added","34113",43,1978
"226.904","Amended","50673",43,1978
"226.904","Removal stayed","14539, 33600",45,1980
"226.904","Removed; eff. 3-31-80","55554",44,1979
"227","Added","44362",41,1976
"227","Staff guidelines","47036",50,1985
"227 (Subpart B)","Technical correction","49524",50,1985
"227.11—227.16 (Subpart B)","Added","16697",50,1985
"227.1—227.2 (Subpart A)","Heading added","16697",50,1985
"227.2","(a)(2)(i) amended","2950",42,1977
"228","Added","47148",43,1978
"228.3","(b) amended; (c) added","18165",44,1979
"229.1","Added","17929",45,1980
"229.1--229.6 (Subpart A)","Removed; eff. 10-31-80","46065",45,1980
"229.11-229.15 (Subpart B)","Added","17931",45,1980
"229.11-229.15 (Subpart B)","Removal eff. 7-28-80","50718",45,1980
"229.11-229.15 (Subpart B)","Removed","46337",45,1980
"229.11-229.15 (Subpart B)","Revised","23644",45,1980
"229.14","(a)(1) and (b) amended","37415",45,1980
"229.2","(b) revised","24843",45,1980
"229.21-229.25 (Subpart C)","Added","17934",45,1980
"229.21-229.25 (Subpart C)","Removed","46338",45,1980
"229.24","(b)(1)(ii) corrected","39495",45,1980
"229.24","Revised","37414",45,1980
"229.3","(a) revised","24843",45,1980
"229.3","Removed","46065",45,1980
"229.31-229.35 (Subpart D)","Added","22884",45,1980
"229.31-229.35 (Subpart D)","Removed","46065",45,1980
"229.33--229.34","Revised","37412",45,1980
"229.4","(a) amended","37413",45,1980
"229.4","(a) revised","24843",45,1980
"229.4","Removed","46065",45,1980
"229.6","(a) and (b)(1) revised","26319",45,1980
"229.6","(d) added","46065",45,1980
"229.6","Added","24445",45,1980
"245","Redesignated from 32A Part 1505","44574",45,1980
"250","Interpretation","9859",41,1976
"250.141","(f) and (g) corrected","53414",43,1978
"250.143","Added","12252",40,1975
"250.163","Added","13728",38,1973
"250.164","Added","28975",48,1983
"250.165","Added; eff. 6-10-84","57109",48,1983
"250.182","Revised","45257",45,1980
"250.221","Added","35231",38,1973
"250.250","Added","28975",39,1974
"250.260","Added","45254",39,1974
"250.300","Added","12969",44,1979
"250.300–250.302","Undesignated center heading added","12969",44,1979
"250.301","Added","12969",44,1979
"250.302","Added","12970",44,1979
"261.3","(a) amended","56719",42,1977
"261.3","(b) and (d) revised; (f) added","7620",40,1975
"261.4","(d) revised; (e), (f) and (g) added","7621",40,1975
"261.6","(a)(1) amended","10681",42,1977
"261.6","(a)(1) and (4) revised; (d) removed","7621",40,1975
"261.6","(a)(1) revised","9386",42,1977
"261.6","(b) redesignated as (b)(1); (b)(2) and (d) added","51096",47,1982
"261a","Added","45617",40,1975
"261b","Added","13297",42,1977
"261b.2","(h) added","34481",43,1978
"261b.4","Revised","11750",44,1979
"261b.7","(a) amended","34481",43,1978
"261b.8","(f) added","11750",44,1979
"262","Revised","6807",38,1973
"262.2","Policy statement","3957",44,1979
"262.25","Added; eff. 2-1-81","81542",45,1980
"262.25","Revised","5603",49,1984
"262.3","(b) through (h) redesignated as (c) through (k); new (b) added; eff. 11-6-78","47157",43,1978
"262.3","(b)(1) revised; eff. 2-1-81","81544",45,1980
"262.3","(c) revised; (k)(5) removed","64399",44,1979
"262.3","(d) through (h) redesignated as (e) through (j); new (d) added; eff. 10-19-78","49974",43,1978
"262.3","(e) amended","5605",49,1984
