"Part.Number","Change","Page","FedReg_Number","Year"
"215.1","(a) footnote 8 and (b) footnote 9 redesignated as (a) footnote 7 and (b) footnote 8","21205",57,1992
"215.1","(a) revised","21205",57,1992
"215.1","Redesignated as 215.11; new 215.10 redesignated from 215.9","21207",57,1992
"215.1","Regulations at 57 FR 21205 and 21206 republished","22424, 22425",57,1992
"215.1","Regulations at 57 FR 21205 and 21207 republished","22424, 22426",57,1992
"215.11","(b)(1) corrected","37930",59,1994
"215.11","Redesignated as 215.13 and revised; new 215.11 redesignated from 215.10","21207",57,1992
"215.11","Regulation at 57 FR 21207 republished","22426",57,1992
"215.12","Added","21207",57,1992
"215.12","Regulation at 57 FR 21207 republished","22426",57,1992
"215.13","Redesignated from 215.11 and revised","21207",57,1992
"215.13","Regulation at 57 FR 21207 republished","22426",57,1992
"215.1—215.13 (Subpart A)","Revised","8837",59,1994
"215.2","(c)(4) and (d) introductory text corrected","37930",59,1994
"215.2","(d) introductory text, (1), (2) and (3) redesignated as (d)(1) introductory text, (i), (ii) and (iii); new (d)(2), new (3) and (e)(3) added","13298",62,1997
"215.2","(e) through (l) redesignated as (g) through (n); new (e) and (f) added; (a), (c), (d), new (h), (i), (l) and (m) revised","21205",57,1992
"215.2","(e)(2)(i) revised","57770",61,1996
"215.2","(i) introductory text amended; (i)(1) and (2) revised; (i)(3) removed","31054",60,1995
"215.2","Regulation at 61 FR 57770 eff. date corrected to 11-8-96","58782",61,1996
"215.21","(a) amended; Footnote 10 removed; Footnotes 11 and 12 redesignated as Footnotes 5 and 6","8842",59,1994
"215.22","(c)(1)(ii) amended","8842",59,1994
"215.3","(a)(4), (8), (b)(2) and (5) revised","21206",57,1992
"215.3","(b)(2) corrected","37930",59,1994
"215.3(a)(3)","Amended","58621",63,1998
"215.4","(a) introductory text, (1) and (2) redesignated as (a)(1) introductory text, (i) and (ii); new (a)(1) heading and new (2) added","57770",61,1996
"215.4","(a)(1), (b)(1) and (c) revised; (b)(2), (3) and (d) redesignated as (b)(3), (4) and (e); new (b)(2) and new (d) added","21206",57,1992
"215.4","(c) footnote 3 removed; (d) footnote 4 redesignated as footnote 3","21205",57,1992
"215.4","(d)(2) introductory text amended; interim","28494, 61804",58,1993
"215.4","(d)(3) added","26508",58,1993
"215.4","(e)(1) introductory text and Footnote 3 corrected","37930",59,1994
"215.4","Regulation at 61 FR 57770 eff. date corrected to 11-8-96","58782",61,1996
"215.4(a)(2)","Introductory text revised","13298",62,1997
"215.5","(a) footnote 4 and (d) revised","21206",57,1992
"215.5","(a) footnote 5 redesignated as footnote 4","21205",57,1992
"215.5","(b) and (c)(4) corrected","37930",59,1994
"215.5","(c)(2) introductory text revised","17636",60,1995
"215.6","Redesignated as 215.7; new 215.6 added","21207",57,1992
"215.6","Regulation at 57 FR 21207 republished","22426",57,1992
"215.7","Redesignated as 215.8; new 215.7 redesignated from 215.6","21207",57,1992
"215.7","Regulation at 57 FR 21207 republished","22426",57,1992
"215.8","Footnote 6 redesignated as footnote 5","21205",57,1992
"215.8","Redesignated as 215.9; new 215.8 redesignated from 215.7","21207",57,1992
"215.8","Regulations at 57 FR 21205 and 21207 republished","22424, 22426",57,1992
"215.9","Footnote 7 redesignated as footnote 6","21205",57,1992
"215.9","Redesignated as 215.10; new 215.9 redesignated from 215.8","21207",57,1992
"215.9","Regulations at 57 FR 21205 and 21207 republished","22424, 22426",57,1992
"216","Added","35206, 35206",65,2000
"216","Heading revised","50512",58,1993
"216","Removed","37665",63,1998
"216","Revised","13071",56,1991
"217","Authority citation revised","9637",51,1986
"217","Heading and authority citation revised","43336",57,1992
"217","Heading revised","50512",58,1993
"217","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,1993
"217.0","Redesignated as 217.1 and revised","9637",51,1986
"217.1","(a) and (b) revised; eff. 3-21-93","43336",57,1992
"217.1","Redesignated as 217.2; new 217.1 redesignated from 217.0 and revised","9637",51,1986
"217.1","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,1993
"217.101","Redesignated from 217.302; eff. 3-21-93","43336",57,1992
"217.101","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,1993
"217.101","Removed","47698",52,1987
"217.101(a)(1)","Amended; (b) added","26737",62,1997
"217.103","Removed","47698",52,1987
"217.105 - 217.112","Removed","47698",52,1987
"217.113","Redesignated as 217.601","47698",52,1987
"217.114 - 217.121","Removed","47698",52,1987
"217.124","Removed","47698",52,1987
"217.126","Redesignated as 204.125 and revised","47695",52,1987
"217.131 - 217.133","Removed","47698",52,1987
"217.134","Redesignated as 217.301 and revised","47698",52,1987
"217.135 - 217.136","Removed","47698",52,1987
"217.137","Redesignated as 204.126 and revised","47695",52,1987
"217.138","Redesignated as 204.127 and revised","47695",52,1987
"217.139 - 217.141","Removed","47698",52,1987
"217.144","Removed","47698",52,1987
"217.146","Redesignated as 204.128 and revised","47696",52,1987
"217.147","Redesignated as 217.302 and revised","47698",52,1987
"217.148","Redesignated as 217.602","47698",52,1987
"217.150","Removed","47698",52,1987
"217.151","Redesignated as 217.603","47698",52,1987
"217.152","Removed","47698",52,1987
"217.153","Redesignated as 204.129 and revised","47696",52,1987
"217.155 - 217.156","Removed","47698",52,1987
"217.157","Redesignated as 204.130 and revised","47696",52,1987
"217.158","Removed","47698",52,1987
"217.159","Redesignated as 204.131 and revised","47697",52,1987
"217.160","Removed","47698",52,1987
"217.161","Redesignated as 217.201 and revised","47699",52,1987
"217.2","Redesignated as 217.3; new 217.2 redesignated from 217.1","9637",51,1986
"217.2","Revised","9638",51,1986
"217.201","Redesignated from 217.161 and revised","47699",52,1987
"217.201","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,1993
"217.201","Removed; eff. 3-21-93","43336",57,1992
"217.3","Removed; new 217.3 redesignated from 217.2","9637",51,1986
"217.3","Revised","9638",51,1986
"217.301","Redesignated from 217.134 and revised","47698",52,1987
"217.301","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,1993
"217.301","Removed; eff. 3-21-93","43336",57,1992
"217.302","Redesignated as 217.101; eff. 3-21-93","43336",57,1992
"217.302","Redesignated from 217.147 and revised","47698",52,1987
"217.302","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,1993
"217.4","(d) temporarily suspended in part","8478",51,1986
"217.4","Added","9638",51,1986
"217.4","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,1993
"217.4","Removed","9637",51,1986
"217.4","Removed; eff. 3-21-93","43336",57,1992
"217.5","Removed","9637",51,1986
"217.6","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,1993
"217.6","Removed; eff. 3-21-93","43336",57,1992
"217.601","Redesignated from 217.113","47698",52,1987
"217.601","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,1993
"217.601","Removed; eff. 3-21-93","43336",57,1992
"217.602","Redesignated from 217.148","47698",52,1987
"217.602","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,1993
"217.602","Removed; eff. 3-21-93","43336",57,1992
"217.603","Redesignated from 217.151","47698",52,1987
"217.603","Regulation at 57 FR 43336 eff. date delayed to 6-21-93","15076",58,1993
"217.603","Removed; eff. 3-21-93","43336",57,1992
"217.7","Removed","9637",51,1986
"218","Heading revised","50512",58,1993
"218","Removed","57289",61,1996
"218.101","Redesignated as 250.400","57289",61,1996
"218.102","Redesignated as 250.401","57289",61,1996
"218.103","Redesignated as 250.402","57289",61,1996
"218.104","Redesignated as 250.403","57289",61,1996
"218.105","Redesignated as 250.404","57289",61,1996
"218.106","Redesignated as 250.405","57289",61,1996
"218.107","Redesignated as 250.406","57289",61,1996
"218.108","Redesignated as 250.407","57289",61,1996
"218.109","Redesignated as 250.408","57289",61,1996
"218.110","Redesignated as 250.409","57289",61,1996
"218.111","Redesignated as 250.410","57289",61,1996
"218.112","Redesignated as 250.411","57289",61,1996
"218.113","Redesignated as 250.412","57289",61,1996
"218.114","Removed","57289",61,1996
"219","Heading and revised","233",60,1995
"219","Heading revised","50512",58,1993
"219","Regulation at 60 FR 233 eff. date delayed to 4-1-96","44144, 44144, 44144, 44144, 44144",60,1995
"219","Regulation at 60 FR 233 eff. date delayed to 5-28-96","14382",61,1996
"219.1","Regulation at 60 FR 233 eff. date delayed to 5-28-96","14382",61,1996
"219.1","Revised","233",60,1995
"219.1-219.7 (Subpart A)","Regulation at 60 FR 233 eff. date delayed to 5-28-96","14382",61,1996
"219.1—219.7","Designated as Subpart A; heading added","233",60,1995
"219.2","Introductory text revised","233",60,1995
"219.2","Regulation at 60 FR 233 eff. date delayed to 5-28-96","14382",61,1996
"219.2","Revised","29640",61,1996
"219.21","Amended","58975",61,1996
"219.21","Authority citation revised","58975",61,1996
"219.21-219.24 (Subpart B)","Regulation at 60 FR 233 eff. date delayed to 5-28-96","14382",61,1996
"219.21—219.24 (Subpart B)","Added","233",60,1995
"219.3","Revised","29640",61,1996
"219.4","Revised","29640",61,1996
"219.5","Revised","29641",61,1996
"219.6","(b) corrected","32317",61,1996
"219.6","Revised","29641",61,1996
"219.7","Removed","29641",61,1996
"220","Authority citation revised","53567",59,1994
"220","Authority citation revised","60167",61,1996
"220","Heading revised","50512",58,1993
"220","OTC margin stock list","3939, 15757, 27519, 39643",51,1986
"220","OTC margin stock list","3218, 15941, 28538, 41963",52,1987
"220","OTC margin stock list","2999, 15195, 28189, 43679",53,1988
"220","OTC margin stock list","4254, 16357, 31647, 43952",54,1989
"220","OTC margin stock list","2631, 18591, 31367, 46040",55,1990
"220","OTC margin stock list","3773, 19548, 35805, 55442",56,1991
"220","OTC margin stock list","2997, 15220, 33101, 48939",57,1992
"220","OTC margin stock list","6602, 25543, 39640, 54929",58,1993
"220","OTC margin stock list at 53 FR 15195 corrected","17689",53,1988
"220","OTC margin stock lists","4549, 23124, 37651, 54381",59,1994
"220","OTC margin stock lists","5845, 20005, 38948, 55184",60,1995
"220","OTC margin stock lists","2667, 18495, 39556, 55555",61,1996
"220","OTC margin stock lists","3773, 22881, 40257, 55495",62,1997
"220","OTC margin stock lists","3804, 23195, 40012, 57237",63,1998
"220","OTC margin stock lists","8711, 46559",64,1999
"220","OTC margin stock lists","9207, 51519",65,2000
"220.1","(b)(1) amended; (b)(3) added","53567",59,1994
"220.1","Revised","20390",61,1996
"220.1","Revised","2820",63,1998
"220.10","Revised","20395",61,1996
"220.10","Revised","2826",63,1998
"220.106","Removed","20398",61,1996
"220.107","Removed","20398",61,1996
"220.109","Removed","20398",61,1996
"220.11","Revised","20395",61,1996
"220.11","Revised","2826",63,1998
"220.112","Removed","20398",61,1996
"220.114","Removed","20398",61,1996
"220.115","Removed","20398",61,1996
"220.116","Removed","20398",61,1996
"220.12","Removed","20398",61,1996
"220.12","Revised","20395",61,1996
"220.12","Revised","2827",63,1998
"220.125","Removed","20398",61,1996
"220.126","Removed","2827",63,1998
"220.129","Removed","20398",61,1996
"220.13","(a), (b) and (c) amended; (d) added","11160",55,1990
"220.13","Removed","20398",61,1996
"220.13","Removed","2827",63,1998
"220.13","Revised","20396",61,1996
"220.131","Added","29566",55,1990
"220.132","Added","60167",61,1996
"220.14","Heading and (b) revised","46112",56,1991
"220.14","Removed","2827",63,1998
"220.14","Revised","20396",61,1996
"220.15","Removed","2827",63,1998
"220.15","Revised","20396",61,1996
"220.16","Removed","2827",63,1998
"220.16","Revised","20396",61,1996
"220.17","(a) and (b) amended; (c), (d), and (e) redesignated as (e), (f), and (g); Heading, (a) heading, (b) heading, new (e), (f), and (g) revised; new (c) and (d) added","11160",55,1990
"220.17","Removed","2827",63,1998
"220.17","Revised","20397",61,1996
"220.18","(a) and (b) amended","11160",55,1990
"220.18","Redesignated as 220.19; new 220.18 added","53568",59,1994
"220.18","Removed","2827",63,1998
"220.18","Revised","20397",61,1996
"220.19","Redesignated from 220.18","53568",59,1994
"220.19","Removed","20398",61,1996
"220.2","(h) revised; (w) through (aa) redesignated as (x) through (bb); new (w) added","53567",59,1994
"220.2","(i) through (y) redesignated as (k) through (aa); new (q)(4), (5), (t)(3), (4)(iii) amended; new (i), (j), (q)(6) and (t)(5) added","11159",55,1990
"220.2","(r) introductory text republished; (r)(4) added","30831",53,1988
"220.2","(r)(2)(iii) amended; (r)(3) added; (r) introductory text republished","32292",52,1987
"220.2","Revised","20390",61,1996
"220.2","Revised","2821",63,1998
"220.3","(e)(4) added; eff. 1-25-88","48805",52,1987
"220.3","Revised","20392",61,1996
"220.3","Revised","2822",63,1998
"220.4","(c)(1) amended","11159",55,1990
"220.4","(c)(3) revised; (d) amended","53568",59,1994
"220.4","Revised","20392",61,1996
"220.4","Revised","2823",63,1998
"220.5","(g) added","11159",55,1990
"220.5","Revised","20394",61,1996
"220.5","Revised","2824",63,1998
"220.6","Revised","20394",61,1996
"220.6","Revised","2824",63,1998
"220.7","Revised","20394",61,1996
"220.7","Revised","2824",63,1998
"220.8","(b)(1) introductory text revised; (b)(1)(i) through (iv); (c) redesignated as (b)(1)(i)(A) through (iv)(3); new (b)(1)(i) and (ii) added","11159",55,1990
"220.8","(b)(4) amended; (b)(1)(i) introductory text, (ii), (3), (c)(2)(i) and (d) revised","53568",59,1994
"220.8","Revised","20394",61,1996
"220.8","Revised","2825",63,1998
"220.9","Revised","20395",61,1996
"220.9","Revised","2826",63,1998
"221","Authority citation revised","60167",61,1996
"221","Heading revised","50512",58,1993
"221","OTC margin stock list","3939, 15757, 27519, 39643",51,1986
"221","OTC margin stock list","3218, 15941, 28538, 41963",52,1987
"221","OTC margin stock list","2999, 15195, 28189, 43679",53,1988
"221","OTC margin stock list","4254, 16357, 31647, 43952",54,1989
"221","OTC margin stock list","2631, 18591, 31367, 46040",55,1990
"221","OTC margin stock list","3773, 19548, 35805, 55442",56,1991
"221","OTC margin stock list","2997, 15220, 33101, 48939",57,1992
"221","OTC margin stock list","6602, 25543, 39640, 54929",58,1993
"221","OTC margin stock list at 53 FR 15195 corrected","17689",53,1988
"221","OTC margin stock lists","4549, 23124, 37651, 54381",59,1994
"221","OTC margin stock lists","5845, 20005, 38948, 55184",60,1995
"221","OTC margin stock lists","2667, 18495, 39556, 55555",61,1996
"221","OTC margin stock lists","3773, 22881, 40257, 55495",62,1997
"221","OTC margin stock lists","3804",63,1998
"221","Revised","2827",63,1998
"221.124","Added","46228",56,1991
"221.125","Added","60167",61,1996
"221.3","(b) revised; (c)(i) and (ii) redesignated as (c)(1) and (2); new (c)(1) revised","35683",52,1987
"221.3","(i)(1)(i) correctly designated","66120",56,1991
"221.3","(i)(1)(i), (ii) and (3) revised","46111",56,1991
"224","Authority citation revised","2839",63,1998
"224","Heading revised","50512",58,1993
"224","OTC margin stock list","3939, 15757, 27519, 39643",51,1986
"224","OTC margin stock list","3218, 15941, 28538, 41963",52,1987
"224","OTC margin stock list","2999, 15195, 28189, 43679",53,1988
"224","OTC margin stock list","4254, 16357, 31647, 43952",54,1989
"224","OTC margin stock list","2631, 18591, 31367, 46040",55,1990
"224","OTC margin stock list","3773, 19548, 35805, 55442",56,1991
"224","OTC margin stock list","2997, 15220, 33101, 48939",57,1992
"224","OTC margin stock list","6602, 25543, 39640, 54929",58,1993
"224","OTC margin stock list at 53 FR 15195 corrected","17689",53,1988
"224","OTC margin stock lists","4549, 23124, 37651, 54381",59,1994
"224","OTC margin stock lists","5845, 20005, 38948, 55184",60,1995
"224","OTC margin stock lists","2667, 18495, 39556, 55555",61,1996
"224","OTC margin stock lists","3773, 22881, 40257, 55495",62,1997
"224","OTC margin stock lists","3804, 23195, 40012, 57237",63,1998
"224.1","(a) and (b)(1) amended","2839",63,1998
"224.2","Introductory text amended","2839",63,1998
"224.3","Revised","2839",63,1998
"225","Appendix A added; interim; eff. 1-30-91","53617, 53612",55,1990
"225","Appendix A amended","40969",51,1986
"225","Appendix A amended","32832",55,1990
"225","Appendix A amended","51156",56,1991
"225","Appendix A amended","2012, 43890, 60720, 62180, 62182",57,1992
"225","Appendix A amended","7980, 68739",58,1993
"225","Appendix A amended","62993, 63244",59,1994
"225","Appendix A amended","8181, 45616, 46179, 46181",60,1995
"225","Appendix A amended","47372",61,1996
"225","Appendix A amended","46522, 58621",63,1998
"225","Appendix A amended","10203",64,1999
"225","Appendix A amended; Appendix D revised; eff. 4-1-95","65926",59,1994
"225","Appendix A amended; eff. 4-1-96","66045",60,1995
"225","Appendix A amended; interim","39230",60,1995
"225","Appendix A redesignated as Appendix B and amended; new Appendix A added","4209",54,1989
"225","Appendix B amended","32832",55,1990
"225","Appendix B amended","474",58,1993
"225","Appendix B redesignated as Appendix C","4209",54,1989
"225","Appendix C revised","9343",62,1997
"225","Appendix D added","32832",55,1990
"225","Appendix D amended","2013",57,1992
"225","Appendix D amended","30370",63,1998
"225","Appendix E added","47373",61,1996
"225","Appendix E amended; interim; eff. 1-4-01","75859",65,2000
"225","Appendix E heading revised; amended; interim","68068",62,1997
"225","Appendixes A and D amended","7981",58,1993
"225","Appendixes A and D amended","42676",63,1998
"225","Appendixes A and D amended; interim","39231",60,1995
"225","Appendixes heading revised","37744",53,1988
"225","Authority citation revised","36211",51,1986
"225","Authority citation revised","6790, 27771, 47743",55,1990
"225","Authority citation revised","21207, 22426, 43890, 60720, 62180",57,1992
"225","Authority citation revised","4074, 7980, 47209",58,1993
"225","Authority citation revised","22968, 29500, 62993, 63244, 65474",59,1994
"225","Authority citation revised","30370, 46522",63,1998
"225","Authority citation revised","14438, 16472",65,2000
"225","Corrected","12531",54,1989
"225","Footnotes 3 through 15 redesignated as footnotes 4 through 16; (b)(4)(iv) amended; (b)(4)(v) and (15) revised; (b)(4)(vi) added","41387",57,1992
"225","Heading corrected","1229",56,1991
"225","Heading revised","50512",58,1993
"225","Regulation at 57 FR 21207 republished","22426",57,1992
"225","Regulation at 57 FR 62180 confirmed","28492",58,1993
"225","Statement and order","6531, 40202",59,1994
"225","Technical correction","48571",63,1998
"225","Technical correction","16302",65,2000
"225","Temporary exceptions","54173",57,1992
"225","Temporary exceptions","42640",58,1993
"225.1","(c)(9) through (13) redesignated as (c)(11) through (15); new (c)(10) added; interim","16472",65,2000
"225.11","(f) added; interim","13001",57,1992
"225.11","(f) revised","6362",58,1993
"225.11","Introductory text revised; interim","54808",59,1994
"225.11—225.17 (Subpart B)","Revised","9324",62,1997
"225.12","(d) introductory text, (1) and (2) redesignated as (d)(1) introductory text, (i) and (ii); (d)(2) added","28778",57,1992
"225.12","(f) added; interim","13001",57,1992
"225.12","(f) revised","6362",58,1993
"225.123","(e)(4) removed","45161",52,1987
"225.125","(f) and (g) revised","9343",62,1997
"225.125","(g) revised","45875",61,1996
"225.125","(h) revised","30391",57,1992
"225.126","(h) removed","37302",54,1989
"225.127","(a) through (d) amended; (f), (g) and (h) added; eff. 1-9-95","63713",59,1994
"225.128","Removed","36212",51,1986
"225.13","(a) and (b)(2) revised","474",58,1993
"225.13","(a) introductory text and (b)(2) revised; (b)(4) and (5) added; interim","13003",57,1992
"225.132","(c)(2) amended","28779",57,1992
"225.135","Removed","36212",51,1986
"225.14","(b)(3) added","41642",57,1992
"225.14","(i) revised; interim","54808",59,1994
"225.144","Removed","9973",57,1992
"225.145","(a) amended","9343",62,1997
"225.145","Added","37746",53,1988
"225.15","Added; interim","54808",59,1994
"225.170—225.175 (Subpart J)","Added; interim","16472",65,2000
"225.1—225.7 (Subpart A)","Revised","9319",62,1997
"225.2","(a) through (l) redesignated as (b) through (g) and (i) through (n); new (a) and (h) added; new (b) revised","37744",53,1988
"225.2","(g) through (o) redesignated as (h) through (p); new (g) added","41387",57,1992
"225.2","(k) and (l) revised","4074",58,1993
"225.2","(k) revised","473",58,1993
"225.2","(l) through (n) redesignated as (m) through (o); new (l) added","37302",54,1989
"225.2","(q) added; interim","56407",61,1996
"225.2","(r)(2) and (s) revised; interim","3791",65,2000
"225.200","(b)(4)(i) revised","14804",63,1998
"225.200","Undesignated center heading and section added","45306",62,1997
"225.21—225.28 (Subpart C)","Revised","9329",62,1997
"225.23","(f)(2) introductory text republished; (f)(2)(i) revised","28779",57,1992
"225.23","Revised; interim","54808",59,1994
"225.24","(a)(3) removed","14438",65,2000
"225.24","(d)(2) revised; (d)(3) and (4) redesignated as (d)(4) and (5); new (d)(3) added","60640",62,1997
"225.24","Revised; interim","54805",59,1994
"225.25","(b)(1) revised","60640",62,1997
"225.25","(b)(13) revised; (b)(19) through (24) added","40000",51,1986
"225.25","(b)(8) revised","36211",51,1986
"225.25","(b)(9) added","37301",54,1989
"225.25","(b)(9) removed; (b)(10) and (11) footnotes 8 through 10 redesignated as 12 through 14","36212",51,1986
"225.25","Footnotes 7 through 14 redesignated as footnotes 8 through 15; (b)(5) introductory text, (i), (ii), (iii), (iv) introductory text, (A) through (D), (v) and (vi) redesignated as (b)(5)(i) introductory text, (A), (B), (C), (D) introductory text, (1) through (4), (E) and (F); new (b)(5) heading and (ii) added; (b)(5)(i) introductory text, (D) introductory text, (3) and (F) revised","20961",57,1992
"225.3 (s)(1)","Introductory text revised; interim","15055",65,2000
"225.31","(d)(2)(ii) amended","9338",62,1997
"225.31","(d)(2)(ii) revised","474",58,1993
"225.32","(a)(2) redesignated as (a)(3); new (a)(2) added","35121",60,1995
"225.32","Removed","9338",62,1997
"225.4","(b)(1) revised; (b)(6) added","22968",59,1994
"225.4","(d) and (f) amended","58621",63,1998
"225.4","(d) corrected","65281",63,1998
"225.4","(d) redesignated as (d)(1); new (d)(1) heading revised; (d)(2) added","47743",55,1990
"225.4","(d) removed; (e) through (g) redesignated as (d) through (f)","39679",59,1994
"225.4","(f) added","21207",57,1992
"225.4","(f) amended","4344",61,1996
"225.4","(g) added","47209",58,1993
"225.4","(g) added; interim","14442",65,2000
"225.4","Temporary exceptions","62562",59,1994
"225.41-225.44 (Subpart E)","Revised","9338",62,1997
"225.42","(a) redesignated as (a)(1) and amended; (a)(2) added","47845",55,1990
"225.43","(a) revised","23023",52,1987
"225.43","(c)(2) and (d) revised","23024",52,1987
"225.51","Removed","9341",62,1997
"225.51—225.52 (Subpart F)","Added","37744",53,1988
"225.6","(a) amended","38052",56,1991
"225.61-225.67 (Subpart G)","Heading revised","9341",62,1997
"225.61—225.67 (Subpart G)","Added","27771",55,1990
"225.61—225.67 (Subpart G)","Appendix A removed","29501",59,1994
"225.61—225.67 (Subpart G)","Regulation at 55 FR 27771 compliance date revised","6",57,1992
"225.62","(d), (e), (f) and (g) through (k) redesignated as (e), (f), (g) and (i) through (m); new (d) and new (h) added","29500",59,1994
"225.63","(a) amended","15077",58,1993
"225.63","(a)(11) amended; (a)(12) redesignated as (a)(13); new (a)(12) added","65532",63,1998
"225.63","Heading and (a) revised; (b) and (c) redesignated (d) and (e); new (b) and new (c) added","29500",59,1994
"225.64","Revised","29501",59,1994
"225.65","(b) revised","29501",59,1994
"225.7","(b)(3) added; (c)(2) revised; eff. 1-23-95","65474",59,1994
"225.7","(b)(4) added","20189",60,1995
"225.7","Added","39679",59,1994
"225.71-225.73 (Subpart H)","Revised","9341",62,1997
"225.71—225.73 (Subpart H)","Added; interim","6790",55,1990
"225.81","(c) redesignated as (d); new (c) added; interim","15055",65,2000
"225.81--225.94 (Subpart I)","Added; interim","3791",65,2000
"225.85","Added; interim","14438",65,2000
"225.86","(d) added; eff. 1-22-01","80740",65,2000
"225.86","Added; interim","14438",65,2000
"225.87","Added; interim","14439",65,2000
"225.88","Added; interim","14439",65,2000
"225.89","Added; interim","14440",65,2000
"225.90","Revised; interim","15055",65,2000
"225.91","Revised; interim","15056",65,2000
"225.92","Revised; interim","15056",65,2000
"225.93","Revised; interim","15056",65,2000
"225.94","Revised; interim","15057",65,2000
"226","Adjustment notice","3177, 65317",61,1996
"226","Appendix G amended","13868, 24689",54,1989
"226","Appendix G amended","38312",55,1990
"226","Appendix G amended","58908",65,2000
"226","Appendix H amended","48671",52,1987
"226","Appendix H amended","15473",60,1995
"226","Appendix H amended","49247",61,1996
"226","Appendix H corrected","467",53,1988
"226","Appendix H corrected","66179",62,1997
"226","Appendix H corrected","2723",63,1998
"226","Appendix H heading revised; amended","63444",62,1997
"226","Appendix I amended","53539",54,1989
"226","Appendix I amended","51322",56,1991
"226","Appendix I amended","20400",57,1992
"226","Appendix K added","15474",60,1995
"226","Appendix K corrected","50400",60,1995
"226","Appendix L added","15476",60,1995
"226","Authority citation revised","43181",52,1987
"226","Authority citation revised","13864",54,1989
"226","Authority citation revised","13754",56,1991
"226","Authority citation revised","17084",58,1993
"226","Authority citation revised","40204",59,1994
"226","Corrected","17750",55,1990
"226","Determination","3332",53,1988
"226","Determination","50342",54,1989
"226","Dollar amount adjustment notice","6474, 67575",63,1998
"226","Dollar amount adjustment notice","60335",64,1999
"226","Effective date corrected","47106",51,1986
"226","Heading revised","50512",58,1993
"226","Order","6532",59,1994
"226","Preemption determination","3005",56,1991
"226","Preemption determination; eff. 10-1-91","31815",55,1990
"226","Supplement I amended","11424",51,1986
"226","Supplement I amended","10878",52,1987
"226","Supplement I amended","11050, 11058",53,1988
"226","Supplement I amended","9421",54,1989
"226","Supplement I amended","13106",55,1990
"226","Supplement I amended","13754",56,1991
"226","Supplement I amended","17084, 17085",58,1993
"226","Supplement I amended","16776, 16777, 16778, 16779, 16780",60,1995
"226","Supplement I amended","14955, 14956, 14957, 14959, 49248",61,1996
"226","Supplement I amended","10196-10199, 63445, 63446",62,1997
"226","Supplement I amended","16674-16678",63,1998
"226","Supplement I amended","16616, 16617",64,1999
"226","Supplement I amended","17131, 58910, 70465",65,2000
"226","Supplement I corrected","18876",51,1986
"226","Supplement I corrected","13379",53,1988
"226","Supplement I corrected","13455",54,1989
"226","Supplement I corrected","22200, 23993",56,1991
"226","Supplement I corrected","81, 749",57,1992
"226","Supplement I corrected","33990",63,1998
"226","Temporary exceptions","53545",57,1992
"226.1","(a) amended","13865",54,1989
"226.1","(a),(d)(4), and (e) revised","45611",52,1987
"226.1","(b) and (d)(2) revised; (c)(3) added","24686",54,1989
"226.1","(d)(5) redesignated as (d)(6); (b) and new (d)(6) revised; new (d)(5) added","15471",60,1995
"226.1","Technical correction","45611",52,1987
"226.12","(g) revised","17131",65,2000
"226.14","(b) revised","13867, 24688",54,1989
"226.15","(e) revised","40583",58,1993
"226.15","(e)(3) and Footnote 36b added","40204",59,1994
"226.15","(e)(4) and Footnote 36c added","63715",59,1994
"226.15","Footnote 36 revised","24688",54,1989
"226.16","(b) introductory text republished; footnote 36a added","13867",54,1989
"226.16","(d) added","24688",54,1989
"226.16","(d)(3) corrected; footnote 36b added","28665",54,1989
"226.16","Footnotes 36a and 36b redesignated as Footnotes 36b and 36c","40583",58,1993
"226.16","Footnotes 36b and 36c redesignated as 36c and 36d","40204",59,1994
"226.16","Footnotes 36c and 36d redesignated as Footnotes 36d and 36e","63715",59,1994
"226.17","(b) revised","48670",52,1987
"226.17","(c)(2) redesignated as (c)(2)(i); (a)(1) Footnote 38, new (c)(2)(i) and (f) revised; (c)(2)(ii) added","49246",61,1996
"226.18","(d) Footnote 41 removed; (d)(1) and (2) added; (c) Footnotes 39 and 40 redesignated as (c) Footnotes 40 and 41; (n) revised","49246",61,1996
"226.18","(f) and footnote 43 revised","48670",52,1987
"226.19","(a)(2) revised","49246",61,1996
"226.19","(b)(2)(viii) and (ix) revised; (b)(2)(x) removed; (b)(2)(xi), (xii) and (xiii) redesignated as (b)(2)(x), (xi) and (xii)","63443",62,1997
"226.19","(b)(2)(viii) corrected","467",53,1988
"226.19","Revised","48670",52,1987
"226.2","(a)(15) and (a)(17)(iv) revised","13865",54,1989
"226.2","(a)(17)(i) Footnote 3 revised","15471",60,1995
"226.2","(a)(6) revised","49245",61,1996
"226.20","(c) added","48671",52,1987
"226.22","(a)(4) and (5) added","49246",61,1996
